Date,Technology,Consumer Discretionary,Energy,Health Care,Financials
2020-06-30,0.30369512953794975,0.30513321894641887,0.3191802444886318,0.13449871956786508,0.11852099399103633
2020-09-30,0.1193272069483442,0.15334103116055853,-0.19570063095297296,0.058253704617190705,0.04591154819378929
2020-12-31,0.11673354930620206,0.09591805093433803,0.2823671580034377,0.07989870753205941,0.23133059567902747
2021-03-31,0.02361443784067241,0.047002403447056196,0.30819336422547283,0.03266198100323292,0.16013946342995267
2021-06-30,0.11385209150135278,0.06393057049024575,0.10926475501017219,0.0831034368692043,0.0818015688343825
2021-09-30,0.013021057145925052,0.006543939472714699,-0.021294589748256265,0.014279952653905026,0.027323165659593807
2021-12-31,0.16661440901996594,0.14096488817717612,0.07925958734601313,0.11100892059975664,0.04548557596970504
2022-03-31,-0.08423726638856133,-0.09369859019206306,0.3904716751999533,-0.024648052030507683,-0.014854213033154151
2022-06-30,-0.1980724234865896,-0.25514634017633475,-0.054003885109625394,-0.05992136906415213,-0.1749049370783784
2022-09-30,-0.06330040061317466,0.03832004827650404,0.018112537383789373,-0.05183465627043826,-0.029580060606927305
2022-12-31,0.05065951875223562,-0.09081096872342287,0.22703253777472532,0.12632846029845957,0.13354589331004219
2023-03-31,0.21619524527201128,0.16132177820933147,-0.04316383660321643,-0.04332032995624846,-0.05527591040468205
2023-06-30,0.15372610721492563,0.137833088264665,-0.011409651099929863,0.029478894802106526,0.05322731206162068
2023-09-30,-0.05510093627063117,-0.05031307419988118,0.12180635473985824,-0.026082276267006765,-0.011620610182542568
2023-12-31,0.1767501775947402,0.112746053862955,-0.06355470242067407,0.06408736710357466,0.1391664584022978
2024-03-31,0.08382126737295015,0.030650275443750763,0.13517376319551655,0.0871349214202195,0.12443043902311968
2024-06-30,0.08813990615811496,-0.005968933465220649,-0.026777103366073196,-0.009537013386644477,-0.020114586381418942
2024-09-30,-0.00028508683556816017,0.10078644980514895,-0.02879779668303928,0.060682478211471436,0.10640639992801781
2024-12-31,0.0316310184901627,0.12180056128352779,-0.016188751251388078,-0.10276038419616673,0.0709644460582941
